Job Title,Company,Location,Salary Estimate,Job Description,Job Age
Sr. Data Analyst,Deloitte,"Indianapolis, IN",$97K - $179K (Employer provided),"Independently and collaboratively lead client engagement workstreams focused on improvement, optimization, and transformation of processes including…&hellip;
      
        Skills: Computer science, Power BI, Process improvement, Tableau, SQL",3d
Forward Deployed Engineer - Palantir,Deloitte,"Indianapolis, IN",$113K - $208K (Employer provided),"3+ years of experience in software engineering, data engineering, data science, or analytics engineering. Data engineering experience with Spark, Airflow/dbt,…&hellip;
      
        Skills: Data modeling, Azure, Software deployment, Enterprise software, Spark",3d
Applied AI Health System Engineer – Senior Manager,PwC,"Indianapolis, IN",$124K - $280K (Employer provided),"At PwC, our people in data and analytics engineering focus on leveraging advanced technologies and techniques to design and develop robust data solutions for…&hellip;
      
        Skills: Revenue cycle management, Program design, Azure, HIPAA, AWS",3d
AI Engineer - Senior Associate,PwC,"Indianapolis, IN",$77K - $202K (Employer provided),"This role offers a unique chance to deepen your technical proficiency and enhance your personal brand in a rapidly evolving field.&hellip;
      
        Skills: Azure, Application development, AWS, Mentoring, Scalability",30d+
ERP AI Data & Analytics - Senior Associate,PwC,"Indianapolis, IN",$77K - $202K (Employer provided),"You will be responsible for tasks such as data collection, data cleansing, data transformation, data modelling, data visualisation, and data analysis using…&hellip;
      
        Skills: Data modeling, Oracle, Docker, Mentoring, Data collection",6d
"Payer Healthcare Data Scientist, Manager",PwC,"Indianapolis, IN",$99K - $232K (Employer provided),"These individuals analyse client needs, develop operational strategies, and offer guidance and support to help clients streamline processes, improve…&hellip;
      
        Skills: Biotechnology, Operations management, Performance management, Conflict management, Mentoring",11d
AI & GenAI Data Scientist - EUR- Director,PwC,"Indianapolis, IN",$155K - $410K (Employer provided),"At PwC, our people in data and analytics engineering focus on leveraging advanced technologies and techniques to design and develop robust data solutions for…&hellip;
      
        Skills: Market analysis, Mentoring, Data science, AI, Project leadership",14d
AI & GenAI Data Scientist - Manager,PwC,"Indianapolis, IN",$99K - $232K (Employer provided),"Managing development teams in building of AI and GenAI solutions, including but not limited to analytical modeling, prompt engineering, general all-purpose…&hellip;
      
        Skills: Statistics, Azure, Operations management, NoSQL, Git",30d+
CTIO AI Engineering Manager,PwC,"Indianapolis, IN",$74K - $244K (Employer provided),"At PwC, our people in data and analytics engineering focus on leveraging advanced technologies and techniques to design and develop robust data solutions for…&hellip;
      
        Skills: Statistics, Azure, Google Cloud Platform, Performance management, Databases",11d
NGA AI Engineer Senior Manager,PwC,"Indianapolis, IN",$91K - $322K (Employer provided),"At PwC, our people in data and analytics engineering focus on leveraging advanced technologies and techniques to design and develop robust data solutions for…&hellip;
      
        Skills: Statistics, Continuous improvement, Predictive analytics, JSON, Data visualization",30d+
ERP AI Data & Analytics Lead - Senior Manager,PwC,"Indianapolis, IN",$124K - $280K (Employer provided),"At least 7 years of experience in AI/ML engineering, data science, or software development, including at least 3 years in a technical leadership role managing…&hellip;
      
        Skills: Data modeling, Relational databases, ERP systems, Continuous improvement, Natural language processing",10d
ERP AI Data & Analytics - Manager,PwC,"Indianapolis, IN",$99K - $232K (Employer provided),"At least 7 years of experience in AI/ML engineering, data science, or a related technical role. As part of the Data and Analytics Engineering team, you will…&hellip;
      
        Skills: Oracle, Performance management, Microservices, Proposal writing, Conflict management",6d
Lead Data Scientist (NLP),Ai Palette,Singapore,,"Prior experience of 3+ years in industrial data science related to NLP. Work with the millions of public data points to identify trends and gather.&hellip;
      
        Skills: Azure, Git, Google Cloud Platform, Machine learning, Natural language processing",30d+
Machine Learning Associate,BioMind,Serangoon,SGD 84K - SGD 91K (Glassdoor est.),"Computer Vision / Image Segmentation, Localisation, Classification. Deep Learning Techniques, Research Techniques, Paper Writing.&hellip;
      
        Skills: Writing skills, Deep learning",30d+
Staff Data Scientist,Airwallex,Singapore,SGD 155K - SGD 200K (Glassdoor est.),"7+ years industry experience and an advanced degree (PhD or MS) in a quantitative field (e.g. Statistics, Engineering, Sciences, Computer Science, Economics).&hellip;
      
        Skills: Investment, Data mining, R, SQL, Machine learning",30d+
Data Science Intern (Semester 2026) - P&G Management Internship Program - Bachelor's Degree or above,Procter & Gamble,Queenstown Estate,,"Leaders with strong academic results in a Bachelor's Degree or above in Computer Science, Mathematics, Economics, Statistics, Applied Science or other quant-…&hellip;
      
        Skills: CRM software, Big data, Spark, Research, Machine learning",30d+
TikTok - Data Science(Data Foundation and System) - Singapore,TikTok,Singapore,SGD 100K - SGD 138K (Glassdoor est.),"Sensitive to data, able to quickly find the relationship between data and business, has a solid understanding of the engineering logic behind data processing…&hellip;
      
        Skills: Computer science, SQL, Communication skills, Python",30d+
Machine Learning Engineer - TikTok BRIC,TikTok,Singapore,SGD 120K - SGD 180K (Glassdoor est.),"Reason and communicate in result-oriented, data-driven manner. Protect ByteDance users, including and beyond content consumers, creators, advertisers;&hellip;
      
        Skills: Spark, Machine learning, Linux, Hadoop",30d+
Machine Learning Engineer (Recommendation) - TikTok e-Commerce,TikTok,Singapore,SGD 120K - SGD 180K (Glassdoor est.),"At least 3 years of work experience in related field. Focus on building algorithms for the extraction, transformation and loading of large volumes of realtime,…&hellip;
      
        Skills: Data structures, Spark, SQL, C++, Machine learning",30d+
Machine Learning Engineer Graduate (TikTok BRIC) - 2026 Start (BS/MS),TikTok,Singapore,SGD 120K - SGD 180K (Glassdoor est.),"Final year or recent graduate with a background in computer science, statistics, or other relevant, machine-learning-heavy majors.&hellip;
      
        Skills: Computer science, Spark, Research, Machine learning, Linux",30d+
Machine Learning Engineer - Video Recommendation - Singapore,TikTok,Singapore,SGD 120K - SGD 180K (Glassdoor est.),"Software development experience through hands on coding in a general purpose programming language. Solid experience with data structures or algorithms.&hellip;
      
        Skills: Data structures, Machine learning, Deep learning, Software development, Communication skills",30d+
"Site Reliability Engineer, Applied Machine Learning Engine (Singapore)",ByteDance,Singapore,SGD 110K - SGD 150K (Glassdoor est.),"Solid background of algorithms and data structures. On the SRE team, you'll have the opportunity to sharpen your expertise in coding, performance analysis and…&hellip;
      
        Skills: Data structures, C++, C, Machine learning, Software testing",30d+
Data Scientist,Tribus It,Singapore,SGD 200K - SGD 500K (Employer provided),"Design data quality frameworks, alerts and reporting. Collaborate with researchers, traders and external data providers.&hellip;
      
        Skills: SQL, AWS, Communication skills, Python",12d
"Machine Learning Engineer, TikTok Search",TikTok,Singapore,SGD 120K - SGD 180K (Glassdoor est.),"Bachelor degree or above in the field of computer science or a related technical discipline. Combine your understanding of product objectives and take full…&hellip;
      
        Skills: Data structures, Java, C++, Machine learning, Communication skills",30d+
"Machine Learning Engineer (User Growth & Intelligent Marketing), Global e-Commerce",TikTok,Singapore,SGD 120K - SGD 180K (Glassdoor est.),"Strong foundation in algorithms and data structures, with excellent coding skills. Establish a user lifecycle data and value system to address core pain points…&hellip;
      
        Skills: Customer service, Data structures, Spark, SQL, C++",30d+
Data Scientist,SIMSYS (Singapore),Geylang Serai,SGD 83K - SGD 132K (Glassdoor est.),"Handles data wrangling, cleaning, and feature engineering to prepare data for modeling. Drives measurable business outcomes through applied machine learning and…&hellip;
      
        Skills: Machine learning, APIs",24h
